SL_NO,gRNA_name,AA_0_ABS_GT,AA_50_ABS_GT,AA_75_ABS_GT,AA_100_ABS_GT,AA_150_ABS_GT
2401,ABF1-NRg-8,1.851,2.7151,2.913,3.2823,5.6675
2402,ABF1-NRg-8,1.9079,2.9838,3.1255,3.4907,6.3189
2449,ABF1-NRg-8,1.8454,3.0572,3.2323,3.4742,6.3537
2505,ABF1-TRg-3,1.8036,2.7241,2.9651,3.3831,5.2429
2506,ABF1-TRg-3,1.8308,2.7198,3.0349,3.4249,4.9738
2553,ABF1-TRg-3,1.8107,3.0552,3.2363,3.6029,5.3995
2633,ABF2-NRg-1,1.8973,2.6867,3.2216,3.3316,5.501
2634,ABF2-NRg-1,1.8872,2.8606,3.2185,3.5807,5.6488
2681,ABF2-NRg-1,1.8909,2.9296,3.4296,3.8669,5.9414
697,ACP1-NRg-1,2.0844,2.6301,3.7075,3.295,5.3739
698,ACP1-NRg-1,2.0722,2.5913,3.5431,3.1461,5.077
745,ACP1-NRg-1,2.1469,2.6248,3.6789,3.051,5.043
519,ACP1-NRg-2,1.9993,2.962,3.3889,3.2402,5.3785
520,ACP1-NRg-2,2.0365,3.0139,3.5068,3.2201,5.253
567,ACP1-NRg-2,1.9694,2.8184,3.3277,3.1053,5.8891
1065,ACP1-TRg-6,1.9043,2.6925,3.4263,2.9588,5.2188
1066,ACP1-TRg-6,1.9233,2.5025,3.4852,2.9363,5.0828
1113,ACP1-TRg-6,1.9157,2.5796,3.5044,2.9918,5.3468
427,ACP1-TRg-7,2.0092,2.7986,3.3384,3.2615,6.3693
428,ACP1-TRg-7,2.0694,2.67,3.1718,3.2506,6.9935
475,ACP1-TRg-7,1.9904,2.8511,3.4116,3.3511,5.9715
521,ACT1-NRg-10,1.9588,3.1184,3.4386,3.2766,5.7572
522,ACT1-NRg-10,2.0309,3.1193,3.4238,3.1818,5.8081
569,ACT1-NRg-10,1.9838,3.0079,3.3673,3.1837,5.5089
581,ALG1-TRg-7,1.9445,2.8107,3.5262,3.1254,5.873
582,ALG1-TRg-7,1.9395,2.7356,3.3873,3.178,8.0415
629,ALG1-TRg-7,1.8785,2.7809,3.4467,3.1677,5.6892
125,ALR1-NRg-1,2.4111,3.2341,3.9021,3.5533,6.8134
126,ALR1-NRg-1,2.2529,3.1546,3.9134,3.5221,7.2582
173,ALR1-NRg-1,2.3751,2.9102,4.0674,3.2982,6.4344
887,ALR1-NRg-4,2.0557,2.3359,3.2114,3.2462,9.359
888,ALR1-NRg-4,2.0416,2.5747,3.2485,3.2407,7.4426
935,ALR1-NRg-4,2.0435,2.4099,3.2314,3.2168,6.705
2705,AME1-NRg-6,2.0109,2.6668,3.0839,3.7452,7.4565
2706,AME1-NRg-6,2.0398,2.6707,3.1828,3.7132,6.8925
2753,AME1-NRg-6,1.9543,2.7745,3.2807,3.8428,7.3172
2821,AME1-TRg-11,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2822,AME1-TRg-11,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
2869,AME1-TRg-11,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
395,APC11-NRg-2,1.9714,2.8058,3.3558,3.4076,5.5934
396,APC11-NRg-2,1.9529,2.6251,3.3486,3.3965,5.282
443,APC11-NRg-2,1.9715,2.5728,3.3174,3.3985,5.5366
1253,APC11-NRg-3,1.8666,2.6622,3.2922,3.008,5.412
1254,APC11-NRg-3,1.8664,2.6004,3.2338,3.1552,5.7546
1301,APC11-NRg-3,1.8686,2.5018,3.1838,3.257,5.9765
2541,APC5-TRg-4,1.9667,2.8002,3.2236,3.3823,5.6193
2542,APC5-TRg-4,1.857,2.8234,3.3055,3.3132,6.1539
2589,APC5-TRg-4,2.033,2.9515,3.4486,3.483,6.2034
2239,ARC19-NRg-1,1.991,2.5351,2.9875,3.4641,4.6408
2240,ARC19-NRg-1,1.9623,2.5491,3.0417,3.476,4.5698
2287,ARC19-NRg-1,2.0034,2.5674,3.1063,3.4208,4.731
2523,ARC19-NRg-6,2.0003,2.5242,3.3104,3.8229,NoGrowth
2524,ARC19-NRg-6,1.929,2.5361,3.3581,3.8706,NoGrowth
2571,ARC19-NRg-6,1.958,2.6165,3.4026,3.7761,NoGrowth
2421,ARC19-TRg-1,1.9847,2.4685,3.0259,3.4501,6.5808
2422,ARC19-TRg-1,1.9638,2.4972,3.129,3.4715,6.5857
2469,ARC19-TRg-1,1.9602,2.4764,3.0109,3.4541,7.1656
2351,ARP3-NRg-4,1.9187,2.7105,2.9978,3.3756,5.409
2352,ARP3-NRg-4,1.955,2.6557,2.9423,3.4232,5.5576
2399,ARP3-NRg-4,1.9162,2.9277,3.0043,3.4387,6.0407
2815,ARP3-NRg-8,2.0214,2.8252,3.0576,3.5174,6.2388
2816,ARP3-NRg-8,1.9631,2.8419,2.9731,3.7334,6.0491
2863,ARP3-NRg-8,2.1011,2.6017,3.1513,3.6546,6.3738
1855,ARP3-TRg-1,1.9728,2.815,3.0971,3.2092,4.9258
1856,ARP3-TRg-1,1.9474,2.8254,3.2449,3.3266,4.9937
1903,ARP3-TRg-1,1.9544,2.6158,3.1065,3.4901,5.6559
1925,ARP3-TRg-3,1.8778,2.8431,3.1681,3.4225,6.2839
1926,ARP3-TRg-3,1.8868,2.867,3.3835,3.435,5.7659
1973,ARP3-TRg-3,1.8722,2.9642,2.9477,3.3838,6.4758
1473,ARP3-TRg-7,1.9801,2.8924,3.5152,3.1495,6.0581
1474,ARP3-TRg-7,1.9926,2.9027,3.5032,3.194,6.8342
1521,ARP3-TRg-7,1.9869,2.6305,3.0675,3.2388,6.5342
593,ARP9-TRg-2,2.0119,2.6796,3.3156,3.2079,5.3909
594,ARP9-TRg-2,1.9971,2.5001,3.2807,3.205,5.3292
641,ARP9-TRg-2,1.9564,2.4911,3.279,2.9548,4.9129
909,ARP9-TRg-3,2.0402,2.991,3.6508,3.2578,6.0469
910,ARP9-TRg-3,2.0622,3.0827,3.6682,3.2409,5.9269
957,ARP9-TRg-3,2.0497,3.0048,3.5853,3.2136,5.5064
1761,ATM1-NRg-5,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1762,ATM1-NRg-5,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1809,ATM1-NRg-5,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
591,AVO1-NRg-4,2.0103,2.7608,3.2765,3.2684,5.3826
592,AVO1-NRg-4,2.0302,2.5797,3.1735,3.2495,4.9849
639,AVO1-NRg-4,1.9996,2.5659,3.2245,2.9614,5.0894
493,AVO1-TRg-2,1.9971,2.8702,3.5464,3.3629,6.292
494,AVO1-TRg-2,1.9872,2.6055,3.5035,3.325,6.2898
541,AVO1-TRg-2,1.9723,2.7292,3.4943,3.3391,5.9102
217,BCP1-NRg-2,2.2409,2.6494,3.2546,3.2485,5.9293
218,BCP1-NRg-2,2.1756,2.7193,3.8561,3.2363,5.4165
265,BCP1-NRg-2,2.1392,2.7587,4.0449,3.2171,4.9808
703,BCP1-TRg-4,2.1509,2.6924,3.5689,3.076,5.1498
704,BCP1-TRg-4,2.1335,2.5816,3.4561,3.0177,4.8387
751,BCP1-TRg-4,2.0895,2.684,3.6915,3.2731,4.737
2713,BET3-NRg-4,2.0796,2.5985,2.9703,3.7103,5.5734
2714,BET3-NRg-4,2.0906,2.7275,3.1562,3.7168,5.122
2761,BET3-NRg-4,2.0579,2.6915,3.1057,3.9728,5.621
1953,BET3-NRg-5,1.923,2.4726,3.0193,3.3798,4.9525
1954,BET3-NRg-5,1.8969,2.5587,3.0146,3.3569,4.9912
2001,BET3-NRg-5,1.9233,2.5879,3.0745,3.4027,4.8769
2027,BET3-NRg-7,1.9643,2.7503,2.9835,3.4031,5.8952
2028,BET3-NRg-7,2.0017,2.9772,3.0937,3.4313,5.5347
2075,BET3-NRg-7,1.9781,2.9835,3.066,3.4942,6.0268
2321,BET3-TRg-2,1.922,2.6161,2.9952,3.3251,4.7331
2322,BET3-TRg-2,1.9625,2.5326,3.0321,3.3223,4.5761
2369,BET3-TRg-2,1.9537,2.6111,3.045,3.4081,4.8329
103,BIG1-NRg-4,2.1303,2.9425,3.4758,3.4898,NoGrowth
104,BIG1-NRg-4,2.1033,3.0055,3.5898,3.6483,6.3739
151,BIG1-NRg-4,2.0465,2.9983,3.4632,3.5271,6.0849
695,BIG1-TRg-3,2.0537,2.5574,3.533,3.0892,5.1627
696,BIG1-TRg-3,1.9902,2.5187,3.6018,3.1733,5.0971
743,BIG1-TRg-3,2.0761,2.6412,3.7175,3.017,4.745
113,BIG1-TRg-6,2.2915,3.0702,3.9143,3.3401,5.7646
114,BIG1-TRg-6,2.3179,2.9223,3.9418,3.1943,5.8648
161,BIG1-TRg-6,2.2873,2.8557,4.0623,3.3409,5.6475
2445,BOS1-NRg-2,1.9214,2.8505,3.1814,3.4799,7.5284
2446,BOS1-NRg-2,1.8831,2.9075,3.1479,3.5927,6.9024
2493,BOS1-NRg-2,1.9387,3.0222,3.2798,3.5733,8.5799
1827,BOS1-TRg-3,1.8646,2.7755,3.2123,3.3657,7.1436
1828,BOS1-TRg-3,1.8623,3.182,3.3842,3.4452,6.7396
1875,BOS1-TRg-3,1.8423,2.9657,3.1782,3.4412,6.5648
1927,BOS1-TRg-4,1.8924,2.7117,3.1563,3.3479,5.5257
1928,BOS1-TRg-4,1.8569,2.8745,3.3433,3.5337,5.3885
1975,BOS1-TRg-4,1.9044,2.9412,2.984,3.4948,5.3365
2827,BPL1-NRg-2,2.0128,2.9112,3.3453,3.6507,6.0559
2828,BPL1-NRg-2,1.9474,2.9025,3.5805,3.6259,6.6004
2875,BPL1-NRg-2,2.0713,2.7886,3.4893,3.4962,6.496
2441,BPL1-TRg-1,1.9501,2.7242,3.1205,3.3479,5.0712
2442,BPL1-TRg-1,1.944,2.8988,3.1759,3.6083,5.3177
2489,BPL1-TRg-1,1.9068,2.8194,3.3184,3.4252,5.2628
1557,BPL1-TRg-4,2.0989,2.5573,3.0303,3.2273,4.967
1558,BPL1-TRg-4,2.1241,2.5778,3.0645,3.2971,5.0847
1605,BPL1-TRg-4,2.1485,2.7405,3.144,3.3339,5.995
1463,BRL1-TRg-5,2.0688,2.7919,3.4147,3.1377,5.5941
1464,BRL1-TRg-5,2.1155,2.8569,3.4764,3.1007,5.8456
1511,BRL1-TRg-5,2.1337,2.8349,3.2269,3.0284,5.5345
595,BRN1-TRg-3,2.0264,2.6695,3.4196,3.1647,4.8582
596,BRN1-TRg-3,2.0609,2.5429,3.351,3.2148,4.9326
643,BRN1-TRg-3,2.0503,2.4925,3.5213,3.0205,4.9452
1379,BRO1-TRg-6,1.9918,2.7756,3.4861,3.1394,5.9286
1380,BRO1-TRg-6,1.9687,2.8006,3.3512,3.1301,6.3655
1427,BRO1-TRg-6,1.9907,2.6866,3.3509,3.0897,6.3654
35,BRX1-NRg-4,2.1809,2.9452,3.6,3.3481,5.195
36,BRX1-NRg-4,2.1941,3.1922,3.67,3.3771,5.2319
83,BRX1-NRg-4,2.2471,3.2697,3.7979,3.2716,5.6415
527,BRX1-TRg-2,2.0455,3.1393,3.3808,3.3654,5.2462
528,BRX1-TRg-2,2.0749,3.0417,3.2293,3.4487,5.6048
575,BRX1-TRg-2,2.0539,2.956,3.2187,3.4124,5.574
2209,CAB2-TRg-10,1.9621,2.8239,3.1776,3.3093,5.7902
2210,CAB2-TRg-10,1.893,3.0602,3.4256,3.6621,6.4256
2257,CAB2-TRg-10,1.951,3.087,3.2794,3.4622,6.1823
2689,CAB2-TRg-2,1.8968,2.7594,3.1024,3.4451,6.3114
2690,CAB2-TRg-2,1.8881,3.0158,2.9866,3.307,6.6186
2737,CAB2-TRg-2,2.0129,2.6426,3.4806,3.424,6.3424
1007,CAB4-TRg-4,1.9803,3.0475,3.6816,3.2872,5.1942
1008,CAB4-TRg-4,2.1165,2.973,3.5621,3.2219,5.3579
1055,CAB4-TRg-4,2.0094,3.0788,3.5969,3.1545,5.2151
1553,CAB5-NRg-1,2.1834,2.5964,3.0305,3.2405,5.0159
1554,CAB5-NRg-1,2.1163,2.5835,3.0846,3.2505,5.0721
1601,CAB5-NRg-1,2.0793,2.738,3.1249,3.3683,7.5085
1849,CAB5-TRg-6,2.1148,2.7641,3.093,3.2263,5.2135
1850,CAB5-TRg-6,2.0813,2.7972,3.1311,3.2097,4.8532
1897,CAB5-TRg-6,2.0569,2.448,3.0227,3.3516,5.4431
2697,CBF2-NRg-1,1.8819,2.8246,3.0069,3.4355,5.4296
2698,CBF2-NRg-1,1.9052,2.8565,3.1225,3.4637,5.4694
2745,CBF2-NRg-1,1.853,2.9702,3.378,3.4919,6.0292
2819,CBF2-NRg-5,1.9503,2.907,3.0982,3.5638,5.6104
2820,CBF2-NRg-5,1.9018,2.9038,3.1396,3.5722,5.5195
2867,CBF2-NRg-5,2.016,2.6627,3.1788,3.4398,5.6658
2439,CBF2-NRg-8,1.9504,2.6267,3.0669,3.36,5.0667
2440,CBF2-NRg-8,1.9464,2.7884,3.1814,3.4216,5.5589
2487,CBF2-NRg-8,1.9406,2.8062,3.307,3.4859,5.5487
1359,CBP2-TRg-13,2.0145,2.7328,3.4485,3.174,5.45
1360,CBP2-TRg-13,2.0376,2.5976,3.37,3.1066,5.7631
1407,CBP2-TRg-13,1.9842,2.6488,3.2277,3.0414,5.2341
2985,CC11,1.842,2.4815,2.9128,3.1485,6.0631
2986,CC11,1.9405,2.5358,2.9297,3.292,6.5318
3033,CC11,1.9733,3.036,3.3511,3.5432,6.1341
2987,CC14,1.8539,2.4317,2.6851,3.3018,5.8472
2988,CC14,1.9274,2.4425,2.7835,3.4346,5.6051
3035,CC14,1.9493,2.8877,3.054,3.5843,5.9793
2989,CC15,1.9309,2.4945,2.7258,3.3591,5.5553
2990,CC15,1.9678,2.4371,2.6945,3.5301,6.0535
3037,CC15,1.9908,2.9414,3.101,3.5072,5.8698
2991,CC16,1.9442,2.485,2.7416,3.3977,5.7313
2992,CC16,1.9661,2.5158,2.7186,3.5727,6.2748
3039,CC16,2.0077,3.0221,3.0233,3.4773,6.1346
2993,CC17,1.9682,2.8023,2.7468,3.2902,5.6511
2994,CC17,2.0603,2.7395,2.7657,3.5203,5.9026
3041,CC17,2.0287,3.1345,2.9019,3.401,6.0839
2977,CC2,1.955,2.4748,3.1818,3.5098,6.2387
2978,CC2,1.8694,2.6692,3.1289,3.5623,6.2257
3025,CC2,NoGrowth,3.1856,3.3124,3.2921,6.5845
2995,CC20,2.0327,2.9584,2.7955,3.4188,5.374
2996,CC20,2.0425,2.8438,2.7854,3.6252,6.1976
3043,CC20,2.053,2.9811,2.8186,3.3775,6.1811
2997,CC22,2.0464,2.888,2.9759,3.394,5.5403
2998,CC22,2.0066,2.8298,2.8434,3.6069,5.9227
3045,CC22,2.0461,2.8882,2.8268,3.3948,6.0383
2999,CC23,2.0559,2.8096,2.9379,3.4117,5.4441
3000,CC23,2.0584,2.7413,2.9202,3.5396,6.1467
3047,CC23,2.008,2.7778,2.7473,3.4708,6.0089
3001,CC25,2.0159,2.7409,2.9502,3.4428,5.3682
3002,CC25,2.0633,2.8121,2.9853,3.5983,6.2689
3049,CC25,2.0313,2.6881,2.7636,3.4351,6.0564
3003,CC26,2.037,2.8108,3.0467,3.4011,5.3195
3004,CC26,2.055,2.7364,3.0286,3.5631,5.7949
3051,CC26,2.06,2.7856,2.8489,3.5618,6.1122
3005,CC28,2.0741,2.8045,3.1374,3.5115,5.4821
3006,CC28,2.1305,2.8292,3.0923,3.5822,5.6322
3053,CC28,2.0275,3.5057,2.7896,3.6034,6.1559
3007,CC30,2.021,2.8451,3.0118,3.394,5.3279
3008,CC30,2.0975,2.8538,3.1314,3.5223,5.8039
3055,CC30,2.0075,2.7263,2.78,3.5099,6.3506
3009,CC32,2.0485,3.0452,2.955,3.492,5.6756
3010,CC32,2.0087,3.037,3.0607,3.6301,5.8887
3057,CC32,1.9712,2.9407,2.8591,3.5194,6.3207
3011,CC34,1.9896,2.9856,3.1101,3.5153,5.6765
3012,CC34,2.0954,2.9698,3.2158,3.6818,6.0758
3059,CC34,2.1151,2.8734,2.9088,3.4756,6.0801
3013,CC36,2.0471,2.9837,3.1283,3.4695,5.8118
3014,CC36,1.9509,3.0041,3.2165,3.5234,5.9333
3061,CC36,1.9626,3.1112,2.9015,3.5622,5.9238
3015,CC40,1.9871,2.9056,3.0986,3.4669,5.7101
3016,CC40,2.0183,2.9876,3.1997,3.5885,6.2177
3063,CC40,1.9385,2.983,2.9286,3.5662,6.23
2979,CC5,1.9705,2.9612,3.0721,3.4566,6.4892
2980,CC5,1.8472,3.0523,3.2604,3.596,6.6502
3027,CC5,1.9619,2.7968,3.5544,3.5281,6.4025
2981,CC7,1.8609,2.9458,2.9935,3.347,6.3057
2982,CC7,1.8438,2.9554,3.1692,3.3908,6.7191
3029,CC7,1.9864,2.6464,3.5252,3.4512,6.1791
2983,CC8,1.8643,2.8122,2.8493,3.2713,5.9676
2984,CC8,1.8465,2.7646,3.0514,3.2901,6.4063
3031,CC8,1.9529,2.9715,3.486,3.5738,6.256
1377,CCC2-TRg-8,1.9837,2.6057,3.319,3.0949,5.2517
1378,CCC2-TRg-8,1.9934,2.6887,3.4507,3.1401,5.5701
1425,CCC2-TRg-8,1.9889,2.5848,3.0547,3.1575,5.2202
1541,CCL1-NRg-7,1.9383,2.7352,2.986,3.1661,5.3877
1542,CCL1-NRg-7,2.0005,2.6373,3.0239,3.4585,NoGrowth
1589,CCL1-NRg-7,1.9219,2.6354,2.9976,3.4617,NoGrowth
2525,CCL1-NRg-8,1.9917,2.4621,3.1466,3.4583,4.802
2526,CCL1-NRg-8,1.9793,2.5968,3.1078,3.4741,5.0048
2573,CCL1-NRg-8,1.9883,2.5827,3.1596,3.5244,4.8476
2235,CDC25-NRg-5,2.0272,2.6569,3.1213,3.3262,4.943
2236,CDC25-NRg-5,2.0022,2.6216,3.0969,3.5119,4.7468
2283,CDC25-NRg-5,1.9989,2.5249,3.0523,3.436,4.951
133,CDC28-TRg-5,2.2804,3.0619,3.7157,3.4634,6.0604
134,CDC28-TRg-5,2.1682,3.128,3.7352,3.3047,5.994
181,CDC28-TRg-5,2.2664,2.8692,3.9009,3.427,5.5021
2707,CDC3-TRg-3,2.0187,2.5778,3.0688,3.7566,8.6661
2708,CDC3-TRg-3,1.9859,2.6942,3.0677,3.7098,8.5332
2755,CDC3-TRg-3,2.0171,2.6383,3.0513,3.7683,11.4472
2597,CDC3-TRg-5,1.8075,2.8713,3.3299,3.2733,5.8445
2598,CDC3-TRg-5,1.8008,2.976,3.4848,3.4928,6.135
2645,CDC3-TRg-5,1.8071,2.9687,3.332,3.274,5.818
2527,CDC3-TRg-8,2.0088,2.5633,3.2169,3.7856,8.1266
2528,CDC3-TRg-8,1.9484,2.5805,3.0589,3.5018,9.0286
2575,CDC3-TRg-8,2.0235,2.6339,3.3396,3.7815,7.4669
419,CDC33-NRg-1,2.001,2.8945,3.6493,3.3374,5.5385
420,CDC33-NRg-1,2.0055,2.757,3.6233,3.2969,6.1169
467,CDC33-NRg-1,2.0484,2.7364,3.4996,3.2906,5.801
803,CDC33-TRg-2,2.0516,2.4991,3.3372,3.1072,5.1924
804,CDC33-TRg-2,2.0242,2.5182,3.2841,3.1095,5.0661
851,CDC33-TRg-2,2.0072,2.8168,3.6238,3.0778,4.6701
911,CDC33-TRg-4,2.0185,3.1189,3.6671,3.2261,6.0925
912,CDC33-TRg-4,2.0075,2.9038,3.4357,3.1816,5.9246
959,CDC33-TRg-4,1.9938,3.0604,3.724,3.2398,5.807
115,CDC36-NRg-1,2.317,3.0421,3.9848,3.4324,6.2493
116,CDC36-NRg-1,2.256,2.9798,3.8984,3.4608,5.9108
163,CDC36-NRg-1,2.2984,2.7894,4.0491,3.3254,5.615
417,CDC36-NRg-6,2.1218,2.9408,3.5851,3.1606,4.9037
418,CDC36-NRg-6,2.0483,2.8332,3.5837,3.1907,4.9514
465,CDC36-NRg-6,2.0883,2.9012,3.5749,3.2382,5.0323
317,CDC36-TRg-5,2.3467,2.8534,3.6257,3.346,5.2104
318,CDC36-TRg-5,2.1763,2.744,3.828,3.2601,5.2383
365,CDC36-TRg-5,2.237,2.8112,3.8197,3.3341,5.1555
1667,CDC42-TRg-1,1.9697,2.7332,2.9036,3.099,5.4676
1668,CDC42-TRg-1,1.917,2.7364,2.987,3.2603,5.4967
1715,CDC42-TRg-1,1.9922,2.6523,2.9285,3.3259,6.0305
1101,CDC53-NRg-7,2.0078,3.0852,3.6186,3.1285,5.277
1102,CDC53-NRg-7,1.9677,2.9958,3.6637,3.304,5.3323
1149,CDC53-NRg-7,2.0046,3.0046,3.7329,3.218,5.7583
2141,CDC7-NRg-3,2.0346,2.4793,3.1961,3.3927,4.6961
2142,CDC7-NRg-3,2.0057,2.5108,3.1146,3.4473,4.4592
2189,CDC7-NRg-3,2.0321,2.5192,3.1807,3.4953,4.5123
1573,CDC7-TRg-2,1.9268,2.5855,2.9087,3.262,4.9842
1574,CDC7-TRg-2,1.8377,2.589,2.8614,3.2692,5.109
1621,CDC7-TRg-2,1.9502,2.6416,2.8091,3.2139,5.8315
1153,CDC8-TRg-1,1.9299,2.5932,3.223,3.3762,5.9949
1154,CDC8-TRg-1,1.9524,2.6531,3.3792,3.3124,5.9652
1201,CDC8-TRg-1,2.0561,2.8764,3.2011,3.6553,6.0967
1255,CDC8-TRg-2,1.9156,2.59,3.1977,3.0524,5.4339
1256,CDC8-TRg-2,1.8946,2.5088,3.3652,3.0943,5.6366
1303,CDC8-TRg-2,1.8741,2.5099,3.1482,3.1442,5.7496
2221,CEF1-NRg-5,1.9048,2.6708,3.725,3.2012,5.4561
2222,CEF1-NRg-5,1.8478,2.6908,3.2041,3.4378,5.4822
2269,CEF1-NRg-5,1.8831,2.7536,3.0783,3.5323,5.5603
2045,CEF1-NRg-7,2.0649,2.4721,3.1423,3.328,5.4152
2046,CEF1-NRg-7,2.0069,2.5836,3.1875,3.5049,4.9566
2093,CEF1-NRg-7,2.0187,2.4425,3.1617,3.5164,5.1476
2237,CEF1-TRg-4,2.0358,2.5301,3.1601,3.3698,4.5533
2238,CEF1-TRg-4,1.9897,2.5988,3.1451,3.4395,4.4126
2285,CEF1-TRg-4,2.0217,2.5588,3.3272,3.4901,4.6669
1655,CHS2-TRg-1,2.0476,2.7966,3.1748,3.0756,5.1081
1656,CHS2-TRg-1,2.0521,2.6574,3.1745,3.3283,5.4563
1703,CHS2-TRg-1,2.0541,2.7013,3.0055,3.2929,5.2441
1753,CHS2-TRg-3,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1754,CHS2-TRg-3,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1801,CHS2-TRg-3,NoGrowth,NoGrowth,NoGrowth,NoGrowth,NoGrowth
1769,CHS2-TRg-5,1.9513,2.7631,3.0473,3.2283,5.2683
1770,CHS2-TRg-5,1.9488,2.7897,3.0036,3.2139,5.0779
1817,CHS2-TRg-5,1.9384,2.6092,2.9023,3.2732,5.0453
1651,CHS2-TRg-6,2.0963,2.8205,3.2411,3.3359,5.4883
1652,CHS2-TRg-6,2.0891,2.7681,3.4533,3.4164,5.9759
1699,CHS2-TRg-6,2.0103,2.7782,3.1449,3.211,5.4378
775,CLP1-NRg-3,1.939,2.6846,3.4542,3.0421,5.0347
776,CLP1-NRg-3,1.9022,2.5284,3.3902,3.1955,5.5012
823,CLP1-NRg-3,1.9461,2.6433,3.4952,3.057,5.3719
675,CMD1-NRg-2,1.8936,2.6539,3.3472,3.369,6.2313
676,CMD1-NRg-2,2.0177,2.5729,3.1819,3.2175,6.5591
723,CMD1-NRg-2,1.8789,2.7375,3.1604,3.3202,6.8497
2601,COF1-NRg-6,1.8537,2.8411,3.2919,3.8429,5.7923
2602,COF1-NRg-6,1.916,2.813,3.4239,3.8263,5.9057
2649,COF1-NRg-6,1.8898,2.9312,3.2016,3.5624,6.0235
1921,COF1-TRg-7,1.8728,2.8091,3.1064,3.446,6.1468
1922,COF1-TRg-7,1.8674,3.0877,3.4185,3.5719,6.2459
1969,COF1-TRg-7,2.1392,2.9388,3.1877,3.5738,6.2454
1353,COQ9-NRg-1,1.8818,2.7197,3.3588,3.0728,5.9089
1354,COQ9-NRg-1,1.922,2.6865,3.1423,3.0968,5.6874
1401,COQ9-NRg-1,1.8782,2.7306,3.1267,3.1316,5.5033
1291,COQ9-TRg-6,2.0736,3.0062,3.6004,3.1741,5.4222
1292,COQ9-TRg-6,1.9871,3.2828,4.0261,3.3771,6.3176
1339,COQ9-TRg-6,2.0318,3.4226,4.1348,3.7422,6.9941
335,COX18-TRg-2,2.1015,3.3451,3.5805,3.5243,5.6524
336,COX18-TRg-2,2.0718,3.2446,3.4216,3.601,5.9295
383,COX18-TRg-2,2.0548,3.2373,3.5867,3.4251,6.0003
1383,COX19-NRg-5,1.9859,2.8338,3.481,3.1647,6.1012
1384,COX19-NRg-5,2.0104,2.857,3.5051,3.2025,6.518
1431,COX19-NRg-5,1.9827,2.8157,3.426,3.2271,5.7299
1369,COX19-TRg-2,2.1926,2.8149,3.4655,3.1949,5.0687
1370,COX19-TRg-2,2.1628,2.8391,3.4134,3.1809,5.6744
1417,COX19-TRg-2,2.1032,2.8274,3.3888,3.3211,5.6744
1945,CRD1-NRg-1,2.0968,2.803,3.1124,3.3995,4.8299
1946,CRD1-NRg-1,2.0747,2.8321,3.2096,3.3745,4.6605
1993,CRD1-NRg-1,2.0633,2.3805,2.9631,3.4131,5.4814
2125,CRM1-NRg-2,1.923,2.7159,3.0301,3.2981,7.1213
2126,CRM1-NRg-2,1.8759,2.7608,3.1461,3.3324,6.9966
2173,CRM1-NRg-2,1.9329,2.8236,2.9544,3.4019,7.8933
1929,CRM1-NRg-6,1.9056,2.8143,3.1984,3.3987,5.345
1930,CRM1-NRg-6,1.9241,2.8811,3.5294,3.4829,5.462
1977,CRM1-NRg-6,1.9132,2.9491,3.0434,3.5063,5.3499
1633,CRM1-NRg-7,1.887,2.9221,3.0002,3.5157,6.3974
1634,CRM1-NRg-7,1.927,2.5989,3.1704,3.3229,NoGrowth
1681,CRM1-NRg-7,1.8062,2.5995,2.8555,3.5737,6.9076
2213,CRM1-NRg-8,1.8317,3.0451,3.3365,3.4756,5.5893
2214,CRM1-NRg-8,1.8261,2.815,3.3536,3.2954,5.5754
2261,CRM1-NRg-8,1.8357,2.9863,3.303,3.6012,5.587
2307,CRM1-TRg-4,1.8478,2.9317,3.148,3.6072,5.8474
2308,CRM1-TRg-4,1.854,2.8753,3.1437,3.4614,6.2004
2355,CRM1-TRg-4,1.8327,2.8938,3.0558,3.4046,6.4943
2699,CTR86-NRg-2,1.9197,2.9195,3.0681,3.712,5.5692
2700,CTR86-NRg-2,1.8914,2.7706,3.1328,3.5421,5.5916
2747,CTR86-NRg-2,1.9089,2.8371,3.3908,3.6557,5.9516
2791,CTR86-TRg-4,1.8556,2.8878,3.3712,3.6167,6.4003
2792,CTR86-TRg-4,1.8219,2.8015,3.3846,3.5203,6.4664
2839,CTR86-TRg-4,1.86,2.9226,3.4972,3.2572,6.5683
497,CWC2-NRg-3,1.9909,2.6555,3.6559,3.3733,4.7261
498,CWC2-NRg-3,1.9728,2.5577,3.6962,3.1601,4.9234
545,CWC2-NRg-3,2.0449,2.6228,3.5118,3.2462,5.0867
617,CWC23-NRg-8,2.0286,2.8576,3.5627,3.2937,5.7294
618,CWC23-NRg-8,2.0485,2.8422,3.486,3.3296,5.4002
665,CWC23-NRg-8,1.9821,2.8126,3.5459,3.3507,5.0198
1641,CWC24-NRg-11,1.9891,2.8145,3.0522,3.2542,6.0918
