Plate,Row,Column,Phenotypes.ExperimentGrowthYield,Phenotypes.GenerationTime,Phenotypes.ExperimentPopulationDoublings,Phenotypes.ExperimentBaseLine,Phenotypes.ColonySize48h
3,0,0,-0.18416768590095955,0.082502484389765041,0.021953207181019785,-0.26186082118794296,-0.83114935813733837
3,0,1,0.30140697473827771,-0.12686728692318816,0.12182221490443856,-0.14334600973655576,0.15058660531052581
3,0,2,0.32045519721227578,-0.080451338734560451,0.09591736726566058,-0.026883835129639877,0.44419773763959469
3,0,3,0.58040963078127916,-0.1734359417984872,0.20705613591791394,-0.16924407269323005,0.60387457963390645
3,0,4,0.43056131893255412,-0.17739732371689287,0.1472794369074526,-0.092700590395127236,0.48065606161900476
3,0,5,0.37442567747796218,-0.054508726779270766,0.14153047076321768,-0.13693322294091281,0.33178820742735837
3,0,6,0.28177828979869446,-0.070302740432874433,0.11463285535241541,-0.12891487175615701,0.24905180976679731
3,0,7,0.36482581313870455,-0.13441392744242586,0.12825289299227149,-0.10276015558032547,0.31712296099280479
3,0,8,0.53493266894404456,-0.087110352286854376,0.16341994058671094,-0.067540269052990709,0.59179029265096972
3,0,9,0.72823116830261725,-0.15688559773651223,0.2278830587585543,-0.1111448575968268,0.79682317752542886
3,0,10,0.34329310512235978,-0.22590904165873171,0.12487387413707474,-0.10189512800758749,0.31066935205804214
3,0,11,0.29902896135523704,0.018569436682775553,0.098831970832474969,-0.062989684035109406,0.26094541433511154
3,0,12,0.31687836144173076,-0.035986986576287183,0.096433041611728498,-0.036086602215211983,0.25525736267286447
3,0,13,0.35845605270407788,0.042467710923849378,0.10728908033545892,-0.038122994170999291,0.31724475880627878
3,0,14,0.19855350792987991,0.079429103136578583,0.05541710181443138,-0.0029783870945898627,0.11219345210442455
3,0,15,1.1686852205122698,-0.14311078022867907,0.36056660226703352,-0.06941132842779929,1.3763057613849057
3,0,16,0.043717070665007185,0.059250932760455122,0.050681106580896085,-0.11458738595664286,0.53408668530655135
3,0,17,-0.52949573756037438,0.22719699237727475,-0.12263242344907122,-0.11973035352125549,-0.2228570288733458
3,0,18,0.40476165610421688,-0.09293774399050525,0.11151684067885448,0.0046744100258067078,0.40457049171045156
3,0,19,0.74796212289595232,-0.17439277344744664,0.23064669061968246,-0.04299920717316752,0.84250863583916669
3,0,20,0.80610288709185696,-0.15393417255821884,0.23313277230149287,0.0059940775093210164,0.90727281859721742
3,0,21,0.51081847804226754,0.051098135404930023,0.14127614233130448,0.012229550148770585,0.54240381942246785
3,0,22,0.40469811277619527,0.11119282145967802,0.10940366277727698,0.022402022149851319,0.4189343829229486
3,0,23,0.66335657319809727,-0.053733324663653548,0.16570305619997816,0.094237088672272762,0.69437407491580672
3,0,24,0.62986848720788302,0.032618043753481984,0.148161830246615,0.12375011706694039,0.67209935134429699
3,0,25,0.63784243938705387,-0.072202377388892902,0.14718013826191134,0.15622007419312567,0.66142360663142341
3,0,26,0.7003289410759983,-0.17052833048739213,0.20976915256887185,0.00063263983507511057,0.71097055731497605
3,0,27,0.43491801318064205,-0.15498610003549906,0.11823262262423206,0.025775225558628989,0.40322226441686482
3,0,28,0.42359555976111452,-0.20901605597308182,0.11361013613495441,0.031009693398765137,0.3574478399946841
3,0,29,0.54674420180224814,-0.19140575750625777,0.15452606361054144,0.0096908925803482759,0.50870002195427233
3,0,30,0.38047010760951494,-0.093879039581001855,0.1070662220043106,0.013783292445364026,0.36858161308033033
3,0,31,0.44504056313983398,-0.28271723369304214,0.11810858972535376,0.037908111166071734,0.44559490261349666
3,0,32,0.35089207407282075,-0.13233470208207088,0.11048951891149672,-0.025198218366615066,0.27938431892831872
3,0,33,0.43311143939993357,-0.25510196411109964,0.14695460277262695,-0.072752991134436229,0.38193006511474437
3,0,34,0.47624680237528949,-0.17253517379064753,0.12353682167135549,0.054056568701142282,0.41860708207914499
