Plate,Row,Column,Phenotypes.InitialValue,Phenotypes.ExperimentBaseLine,Phenotypes.ExperimentEndAverage,Phenotypes.ColonySize48h,Phenotypes.ChapmanRichardsParam2,Phenotypes.ChapmanRichardsParam3,Phenotypes.ChapmanRichardsParamXtra,Phenotypes.ChapmanRichardsParam1,Phenotypes.ChapmanRichardsParam4,Phenotypes.GenerationTimeStErrOfEstimate,Phenotypes.ExperimentGrowthYield,Phenotypes.GenerationTime,Phenotypes.ExperimentPopulationDoublings,Phenotypes.ChapmanRichardsFit,Phenotypes.GenerationTimeWhen
2,0,0,53702.834275546549,53951.115125081858,1018385.5645855372,275909.4331221967,28.092416445488443,-2.976057099360923,15.823693600415083,1.4575527655913421,1.8578217622683073,0.00029327076396642798,964434.44946045533,10.023453254426782,4.2384872850151325,0.99932100329414342,38.673825861111112
2,0,1,54122.028664626763,54379.944578788454,974490.65338757483,286020.33070470049,21.656288840603953,-2.9545688423376784,15.825538664258278,1.4322453941412598,1.8327541145861816,0.00035510552188719284,920110.70880878635,9.8557298272159652,4.1635017621015606,0.99928862849779032,37.673910055555559
2,0,2,57224.834483735845,57394.374711916149,940623.92384300765,287888.63521482568,38.017306927892392,-2.9292471353010661,15.89585015044168,1.3965148408652848,1.8989471366703459,0.00037113350303298527,883229.54913109145,9.8835282157832349,4.0346367774326755,0.99916179874827049,35.007359416666667
2,0,3,57084.388727234254,57297.316319665093,1010482.2717247299,343813.14360019536,29.375282891121323,-2.9209584320628452,15.886557954308792,1.4145129008347002,1.7251700780921289,0.00050552692131389492,953184.95540506486,9.4196236409473055,4.1404326326377223,0.99904212391815939,33.34166591666667
2,0,4,62754.542437004187,62783.309105276538,876731.86788819346,299225.06086341554,30.355666080355064,-2.908850714448532,15.970991682711189,1.3402169008827944,1.8720677222820081,0.0003321454250620621,813948.55878291698,10.093396357063412,3.8036827128905273,0.99888213055820962,34.340929111111116
2,0,5,63022.071084087242,63168.909259296925,1045005.8811044631,397326.53396966023,18.129313584609879,-2.9166720203561582,16.014726140175451,1.3866091064785813,1.5756277268780723,0.00072446598899021523,981836.97184516618,9.2518326248081824,4.0481525899847526,0.99886553315055326,32.008485749999998
2,0,6,65847.186045521987,66018.585078449862,1122422.524199225,454378.482209359,20.074178753496135,-2.9230649922180918,16.070034402942316,1.3950090354908049,1.4122535134681018,0.00052184490886572859,1056403.9391207751,9.2135548482581644,4.0875998365932453,0.99875690176634924,28.007746194444444
2,0,7,72503.052534157381,72713.702107101082,1215505.7598025955,512975.20366478944,19.543626035415329,-2.9270197260526967,16.197321091081985,1.3897228519057212,1.3162363243109858,0.00065735987572449828,1142792.0576954945,8.7907497590364816,4.0631856695529081,0.99865051213465728,28.007746194444444
2,0,8,79330.965671740356,79542.136402515156,1213742.7331995985,517948.70437580789,18.954364378818248,-2.9193940626334633,16.323298540913779,1.3570004798948387,1.3710972844313429,0.00045172557672508814,1134200.5967970833,9.3988760279841586,3.9315995362322234,0.99856529823199247,27.341782555555554
2,0,9,77788.076494407112,77848.395243043851,1391213.2521544446,624253.35083458328,18.222462852505085,-2.922296753308538,16.283408340681934,1.4112060301524456,1.138065255422601,0.00017634312045687226,1313364.8569114008,8.6319768852802881,4.1595324700691378,0.99838309313268137,26.674283805555557
2,0,10,81102.924153046828,81194.106211740582,1266168.2144565554,560663.44160932582,18.815565383272286,-2.9279509010830767,16.34402723516498,1.3633048915859383,1.2409972917416354,0.00029793471145678576,1184974.1082448149,9.1587854526129178,3.9629502662670326,0.99830151628764519,27.341782555555554
2,0,11,84092.703181704652,84315.505117313165,1374563.4789747761,623320.10150471912,19.060906784008743,-2.9196396515697334,16.403327719710052,1.3762427289808572,1.1826979933362154,0.00038976831571844691,1290247.9738574629,8.7927188932658069,4.027031764978247,0.99817250948685388,27.007213333333333
2,0,12,90380.391500945203,90429.515479552283,1336754.68653646,604054.10916697432,19.624379514190395,-2.9252433676699199,16.505036008745755,1.3409938558851127,1.2438961000200743,0.00053200771271429267,1246325.1710569076,9.158472039880694,3.8857971907043414,0.99808674979427603,26.674283805555557
2,0,13,94061.591184289326,94294.786042668929,1434908.2450639063,665088.17565016611,19.55327699459496,-2.9206290771702288,16.554484115563231,1.3519342868468107,1.1674933656260491,0.00043606974936880228,1340613.4590212374,8.982740682970368,3.9276366763655446,0.99812076737171884,26.340798666666664
2,0,14,97775.30975048196,98094.161229040517,1332917.7951096359,614629.53964578698,17.925166959382864,-2.9187234916204816,16.624107389682912,1.308115325430188,1.2772159147460149,0.00044128596190031973,1234823.6338805954,9.6526447704315625,3.7642767310205585,0.9982000775179275,27.674409722222222
2,0,15,100221.32239153759,100447.56977302082,1422361.012832707,668694.39534679335,18.924691845313269,-2.9140055025380582,16.637471717792291,1.3263214737187281,1.1937696729088172,0.00040553176296869863,1321913.4430596861,9.4356033944751605,3.8237731202315253,0.99808160985448768,25.675352611111112
2,0,16,105186.3496106641,105511.54632664686,1345135.1271243233,612431.16054551641,19.675008155484537,-2.9353846154321088,16.724584799955032,1.2845329572138591,1.2887328648401937,0.00027620895121091717,1239623.5807976765,9.9273553997654851,3.6722783181699654,0.99794045105973872,28.007746194444444
2,0,17,108954.55566777941,109208.84225968673,1459514.6597154096,680715.05616188864,19.250968823171664,-2.9299002119191551,16.767971920781285,1.3020945348685029,1.202644475713406,0.00029239336248030012,1350305.817455723,9.7098086610301877,3.7403271255946535,0.99788407143413482,26.340798666666664
2,0,18,106684.08881509586,106761.25863566941,1339869.2672550483,621214.34843141597,20.393224259865839,-2.9344401266673645,16.736275971368897,1.2803866365962202,1.2607964233848157,0.0005466776963232988,1233108.0086193788,9.8777825875574674,3.6496321178590563,0.9979868703928505,27.341782555555554
